1491791680, -1.3941956, -0.017196655, 9.823532
1491791686, -1.3822174, -0.04951477, 9.791229
1491791692, -1.3894043, -0.03036499, 9.830719
1491791698, -1.3858185, -0.02319336, 9.831909
1491791704, -1.3870087, -0.02796936, 9.840286
1491791710, -1.3965759, -0.02079773, 9.835495
1491791716, -1.2960815, -0.02079773, 9.5950165
1491791722, -1.3851318, -0.033843994, 9.841644
1491791728, -1.4097443, -0.04711914, 9.823532
1491791734, -1.3847504, -0.056152344, 9.806778
1491791740, -1.3870087, -0.06147766, 9.824738
1491791746, -1.4109344, -0.08540344, 9.847458
1491791752, -1.4264984, -0.07104492, 9.877365
1491791758, -1.3956909, -0.07223511, 9.8554535
1491791764, -1.3977814, -0.05189514, 9.859421
1491791770, -1.4288788, -0.07344055, 9.825928
1491791776, -1.4133301, -0.05908203, 9.829514
1491791782, -1.4121399, -0.08181763, 9.825928
1491791788, -1.4241028, -0.04711914, 9.846268
1491791794, -1.3439331, -0.04951477, 9.907288
1491791800, -1.4121399, -0.06266785, 9.812759
1491791806, -1.3953857, -0.07463074, 9.804398
1491791812, -1.4121399, -0.05429077, 9.830719
1491791818, -1.3941956, -0.05189514, 9.829514
1491791824, -1.3738556, -0.06266785, 9.869003
1491791830, -1.4061584, -0.060272217, 9.818756
1491791836, -1.4149017, -0.061828613, 9.864487
1491791842, -1.3858185, -0.060272217, 9.843872
1491791848, -1.396225, -0.07183838, 9.819229
1491791854, -1.4348602, -0.09257507, 9.787643
1491791860, -1.4037628, -0.0566864, 9.835495
1491791866, -0.25280762, -0.31869507, 9.612961
1491791872, -1.4193115, -0.06864929, 9.815155
1491791878, -1.3882141, -0.05429077, 9.786438
1491791884, -1.3929901, -0.07104492, 9.794815
1491791890, -1.3917999, -0.031555176, 9.804398
1491791896, -1.3810272, -0.029174805, 9.711075
1491791902, -1.4133301, -0.08061218, 9.8367
1491791908, -1.400177, -0.06266785, 9.807983
1491791914, -1.3886719, -0.06484985, 9.846542
1492219571, -1.3690643, -0.1715393, 9.897705
1492219573, -1.3941956, -0.15000916, 9.892929
1492219575, -1.3822174, -0.17274475, 9.8701935
1492219577, -1.404953, -0.20384216, 9.863022
1492219579, -1.3965759, -0.15478516, 9.859421
1492219581, -1.425293, -0.16674805, 9.852249
1492219583, -1.4037628, -0.1607666, 9.8367
1492219585, -1.3953857, -0.1835022, 9.8498535
1492219587, -1.3834229, -0.15478516, 9.8498535
1492219589, -1.4109344, -0.17274475, 9.866608
1492219591, -1.4288788, -0.14402771, 9.884552
1492219593, -1.4085388, -0.15000916, 9.910873
1492219595, -1.4061584, -0.18110657, 9.889343
1492219597, -1.40802, -0.16163635, 9.870605
1492219599, -1.3822174, -0.12608337, 9.85704
1492219601, -1.3953857, -0.14642334, 9.873779
1492219603, -1.3905945, -0.1835022, 9.859421
1492219605, -1.4097443, -0.1787262, 9.85704
